cid,formatted_address,short_formatted_address,phone,website_url,price_level,opening_hours
9290388937500074567,"Bulevardul 1 Decembrie 1918 33A, București 032455",Bulevardul 1 Decembrie 1918 33A,+40219141,https://www.auchan.ro/magazin/715d9423-3f31-11ed-83ab-12ea70552275,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 7:00 AM – 10:00 PM""]}"
9407205360248368786,"Strada Valea Parcului 1, Mogoșoaia 077135, Romania",Strada Valea Parcului 1,+40760906090,https://palatebrancovenesti.ro/contact/,,"{""weekdayDescriptions"":[""Monday: Closed"",""Tuesday: 10:00 AM – 6:00 PM"",""Wednesday: 10:00 AM – 6:00 PM"",""Thursday: 10:00 AM – 6:00 PM"",""Friday: 10:00 AM – 6:00 PM"",""Saturday: 10:00 AM – 6:00 PM"",""Sunday: 10:00 AM – 6:00 PM""]}"
1307591778230512109,"Strada Mihail Sebastian 88B, sector 5 nr, București","Strada Mihail Sebastian 88B, sector 5 nr",,https://vulcanvaluecentre.ro/,,"{""weekdayDescriptions"":[""Monday: 10:00 AM – 10:00 PM"",""Tuesday: 10:00 AM – 10:00 PM"",""Wednesday: 10:00 AM – 10:00 PM"",""Thursday: 10:00 AM – 10:00 PM"",""Friday: 10:00 AM – 10:00 PM"",""Saturday: 10:00 AM – 10:00 PM"",""Sunday: 10:00 AM – 10:00 PM""]}"
11865528226767899073,"Calea Victoriei 63-81, București 010065, Romania",Calea Victoriei 63-81,+40213119000,https://www.radissonhotels.com/en-us/hotels/radisson-blu-bucharest?cid=a:se+b:gmb+c:emea+i:local+e:rdb+d:cese+h:ROBUH1,,
1839468307503146725,"Parc Herăstrău, 014192 București",Parc Herăstrău,+40312215704,https://tavernaracilor.ro/,2,"{""weekdayDescriptions"":[""Monday: 12:00 PM – 11:30 PM"",""Tuesday: 12:00 PM – 11:30 PM"",""Wednesday: 12:00 PM – 11:30 PM"",""Thursday: 12:00 PM – 11:30 PM"",""Friday: 12:00 PM – 12:30 AM"",""Saturday: 11:00 AM – 12:30 AM"",""Sunday: 11:00 AM – 12:30 AM""]}"
14473549112088237068,"Piața Unirii 1, 030119 București",Piața Unirii 1,+40372701091,https://www.mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 12:00 AM"",""Tuesday: 7:00 AM – 12:00 AM"",""Wednesday: 7:00 AM – 12:00 AM"",""Thursday: 7:00 AM – 12:00 AM"",""Friday: 7:00 AM – 12:00 AM"",""Saturday: 7:00 AM – 12:00 AM"",""Sunday: 7:00 AM – 12:00 AM""]}"
14175391876786265262,"Bulevardul Metalurgiei 12-18, 041833 București, Romania",Bulevardul Metalurgiei 12-18,,https://www.grandarena.ro/,,"{""weekdayDescriptions"":[""Monday: 7:30 AM – 10:00 PM"",""Tuesday: 7:30 AM – 10:00 PM"",""Wednesday: 7:30 AM – 10:00 PM"",""Thursday: 7:30 AM – 10:00 PM"",""Friday: 7:30 AM – 10:00 PM"",""Saturday: 7:30 AM – 10:00 PM"",""Sunday: 7:30 AM – 10:00 PM""]}"
10767146991640333288,"Strada Tipografilor 31, București 013714, Romania",Strada Tipografilor 31,+40727353353,http://tavernasarbului.ro/,3,"{""weekdayDescriptions"":[""Monday: 9:00 AM – 12:00 AM"",""Tuesday: 9:00 AM – 12:00 AM"",""Wednesday: 9:00 AM – 12:00 AM"",""Thursday: 9:00 AM – 12:00 AM"",""Friday: 9:00 AM – 12:00 AM"",""Saturday: 9:00 AM – 12:00 AM"",""Sunday: 9:00 AM – 12:00 AM""]}"
8429297383496818006,"Strada Smârdan 9, 030167 București, Romania",Strada Smârdan 9,,,2,"{""weekdayDescriptions"":[""Monday: 8:00 AM – 11:00 PM"",""Tuesday: 8:00 AM – 11:00 PM"",""Wednesday: 8:00 AM – 11:00 PM"",""Thursday: 8:00 AM – 11:00 PM"",""Friday: 8:00 AM – 12:00 AM"",""Saturday: 8:00 AM – 12:00 AM"",""Sunday: 8:00 AM – 11:00 PM""]}"
16035612079130025970,"Bulevardul Iuliu Maniu nr. 536, 560 si 560B, 061129 București","Bulevardul Iuliu Maniu nr. 536, 560 si 560B",+40219141,https://www.auchan.ro/magazin/77cfaeb2-536e-11ed-83ab-0a900c85d0e5,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 7:00 AM – 10:00 PM""]}"
3657335102789003901,"Mall Promenada, Calea Floreasca 246B, București 014476","Mall Promenada, Calea Floreasca 246B",+40310052750,http://trickshot.ro/,2,"{""weekdayDescriptions"":[""Monday: 9:00 AM – 12:00 AM"",""Tuesday: 9:00 AM – 12:00 AM"",""Wednesday: 9:00 AM – 12:00 AM"",""Thursday: 9:00 AM – 12:00 AM"",""Friday: 9:00 AM – 12:00 AM"",""Saturday: 9:00 AM – 12:00 AM"",""Sunday: 9:00 AM – 12:00 AM""]}"
338092938835818764,"Strada Matei Millo 5, București 010144",Strada Matei Millo 5,+40310052756,https://aveforchetta.ro/,,"{""weekdayDescriptions"":[""Monday: 12:00 PM – 11:30 PM"",""Tuesday: 12:00 PM – 11:30 PM"",""Wednesday: 12:00 PM – 11:30 PM"",""Thursday: 12:00 PM – 11:30 PM"",""Friday: 12:00 PM – 11:30 PM"",""Saturday: 12:00 PM – 11:30 PM"",""Sunday: 12:00 PM – 11:30 PM""]}"
8941783458299137059,"Calea Vitan 236, 031301 București",Calea Vitan 236,+40219141,https://www.auchan.ro/magazin/1bd4428f-5370-11ed-83ab-0a058b243963,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 6:00 PM"",""Sunday: Closed""]}"
1044417735065062573,"Strada Mărgelelor 61-63, București",Strada Mărgelelor 61-63,+40747059315,http://www.cocosurosu.ro/,2,"{""weekdayDescriptions"":[""Monday: 11:00 AM – 11:00 PM"",""Tuesday: 11:00 AM – 11:00 PM"",""Wednesday: 11:00 AM – 11:00 PM"",""Thursday: 11:00 AM – 11:00 PM"",""Friday: 11:00 AM – 11:00 PM"",""Saturday: 11:00 AM – 11:00 PM"",""Sunday: 11:00 AM – 11:00 PM""]}"
8913814404828131310,"Șoseaua Mihai Bravu 307, 030307 București",Șoseaua Mihai Bravu 307,+40372730233,https://www.mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 12:00 AM"",""Tuesday: 7:00 AM – 12:00 AM"",""Wednesday: 7:00 AM – 12:00 AM"",""Thursday: 7:00 AM – 12:00 AM"",""Friday: 7:00 AM – 1:00 AM"",""Saturday: 7:00 AM – 1:00 AM"",""Sunday: 7:00 AM – 12:00 AM""]}"
18126921348415464260,"5 nr, Strada Răcari, 031827 București, Romania","5 nr, Strada Răcari",+40800080888,https://www.kaufland.ro/?cid=F14499B02C1000K23453W01030000,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:30 PM"",""Tuesday: 7:00 AM – 10:30 PM"",""Wednesday: 7:00 AM – 10:30 PM"",""Thursday: 7:00 AM – 10:30 PM"",""Friday: 7:00 AM – 10:30 PM"",""Saturday: 7:00 AM – 10:30 PM"",""Sunday: 8:00 AM – 8:30 PM""]}"
14370464824350743920,"Str. Barbu Văcărescu 120, 020284 București",Str. Barbu Văcărescu 120,+40800080888,https://www.kaufland.ro/?cid=F14499B02C1000K23453W01030000,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 11:00 PM"",""Tuesday: 7:00 AM – 11:00 PM"",""Wednesday: 7:00 AM – 11:00 PM"",""Thursday: 7:00 AM – 11:00 PM"",""Friday: 7:00 AM – 10:30 PM"",""Saturday: 7:00 AM – 10:30 PM"",""Sunday: 8:00 AM – 8:30 PM""]}"
888803041136561144,"Demisol, Strada Academiei 39-41, București 010013","Demisol, Strada Academiei 39-41",+40749505152,http://www.restaurantexcalibur.ro/,2,"{""weekdayDescriptions"":[""Monday: 12:00 PM – 12:00 AM"",""Tuesday: 12:00 PM – 12:00 AM"",""Wednesday: 12:00 PM – 12:00 AM"",""Thursday: 12:00 PM – 12:00 AM"",""Friday: 12:00 PM – 12:00 AM"",""Saturday: 12:00 PM – 12:00 AM"",""Sunday: 12:00 PM – 12:00 AM""]}"
13558924690007146111,"Strada Lipscani 17, Fifth Floor, 050071 București, Romania","Strada Lipscani 17, Fifth Floor",+40757824298,https://booklinea.me/,2,"{""weekdayDescriptions"":[""Monday: 10:00 AM – 12:00 AM"",""Tuesday: 10:00 AM – 12:00 AM"",""Wednesday: 10:00 AM – 12:00 AM"",""Thursday: 10:00 AM – 12:00 AM"",""Friday: 10:00 AM – 2:00 AM"",""Saturday: 10:00 AM – 2:00 AM"",""Sunday: 10:00 AM – 12:00 AM""]}"
5949812213007941172,"Strada Baba Novac 25, București",Strada Baba Novac 25,+40724802802,http://www.trattoriamonza.ro/,2,"{""weekdayDescriptions"":[""Monday: 10:00 AM – 12:00 AM"",""Tuesday: 10:00 AM – 12:00 AM"",""Wednesday: 10:00 AM – 12:00 AM"",""Thursday: 10:00 AM – 12:00 AM"",""Friday: 10:00 AM – 12:00 AM"",""Saturday: 10:00 AM – 12:00 AM"",""Sunday: 10:00 AM – 12:00 AM""]}"
1390769669250269784,"Bulevardul Pache Protopopescu 51, București 030167",Bulevardul Pache Protopopescu 51,+40725008005,https://hanuberarilor.ro/,2,"{""weekdayDescriptions"":[""Monday: 8:00 AM – 11:00 PM"",""Tuesday: 8:00 AM – 11:00 PM"",""Wednesday: 8:00 AM – 11:00 PM"",""Thursday: 8:00 AM – 12:00 AM"",""Friday: 8:00 AM – 12:00 AM"",""Saturday: 8:00 AM – 12:00 AM"",""Sunday: 8:00 AM – 11:00 PM""]}"
5691472621530430142,"Bulevardul Iuliu Maniu 488-490, București 61127",Bulevardul Iuliu Maniu 488-490,+40372700806,http://www.mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 11:00 PM"",""Tuesday: 7:00 AM – 11:00 PM"",""Wednesday: 7:00 AM – 11:00 PM"",""Thursday: 7:00 AM – 11:00 PM"",""Friday: 7:00 AM – 11:00 PM"",""Saturday: 7:00 AM – 11:00 PM"",""Sunday: 7:00 AM – 11:00 PM""]}"
4172158618913531126,"Bd. Theodor Pallady 51, 032258 București, Romania",Bd. Theodor Pallady 51,+40219141,https://www.auchan.ro/magazin/e798d1bd-536f-11ed-83ab-02ca865e6983,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 7:00 AM – 10:00 PM""]}"
10430619680022935397,"Șoseaua Colentina 6, 021173 București, Romania",Șoseaua Colentina 6,+40800080888,https://www.kaufland.ro/?cid=F14499B02C1000K23453W01030000,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:30 PM"",""Tuesday: 7:00 AM – 10:30 PM"",""Wednesday: 7:00 AM – 10:30 PM"",""Thursday: 7:00 AM – 10:30 PM"",""Friday: 7:00 AM – 10:30 PM"",""Saturday: 7:00 AM – 10:30 PM"",""Sunday: 8:00 AM – 8:30 PM""]}"
13190328926164817090,"Bulevardul Lascăr Catargiu 56, 010673 București",Bulevardul Lascăr Catargiu 56,+40722446766,https://buongiornoitalian.ro/ro,2,"{""weekdayDescriptions"":[""Monday: 8:00 AM – 12:00 AM"",""Tuesday: 8:00 AM – 12:00 AM"",""Wednesday: 8:00 AM – 12:00 AM"",""Thursday: 8:00 AM – 12:00 AM"",""Friday: 8:00 AM – 12:00 AM"",""Saturday: Closed"",""Sunday: Closed""]}"
855038458486232843,"Bulevardul Ion Mihalache 60, 011195 București",Bulevardul Ion Mihalache 60,+40752029688,,,"{""weekdayDescriptions"":[""Monday: Open 24 hours"",""Tuesday: Open 24 hours"",""Wednesday: Open 24 hours"",""Thursday: Open 24 hours"",""Friday: Open 24 hours"",""Saturday: Open 24 hours"",""Sunday: Open 24 hours""]}"
15102901699058865549,"Șoseaua Orhideelor 46, Nr, 010956 București, Romania","Șoseaua Orhideelor 46, Nr",+40800080888,https://www.kaufland.ro/?cid=F14499B02C1000K23453W01030000,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 8:00 AM – 8:00 PM""]}"
1058638641183421222,"Calea București KM16, 075100 Otopeni",Calea București KM16,+40372730561,http://mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 6:00 AM – 12:00 AM"",""Tuesday: 6:00 AM – 12:00 AM"",""Wednesday: 6:00 AM – 12:00 AM"",""Thursday: 6:00 AM – 12:00 AM"",""Friday: 6:00 AM – 12:00 AM"",""Saturday: 6:00 AM – 12:00 AM"",""Sunday: 6:00 AM – 12:00 AM""]}"
13663798885298009288,"City Gate - South Tower, Piața Presei Libere 3-5, 18th Floor, 013702 București","City Gate - South Tower, Piața Presei Libere 3-5, 18th Floor",+40312294675,http://www.18lounge.ro/,1,"{""weekdayDescriptions"":[""Monday: 12:00 PM – 12:00 AM"",""Tuesday: 12:00 PM – 12:00 AM"",""Wednesday: 12:00 PM – 12:00 AM"",""Thursday: 12:00 PM – 12:00 AM"",""Friday: 12:00 PM – 12:00 AM"",""Saturday: 12:00 PM – 12:00 AM"",""Sunday: 12:00 PM – 12:00 AM""]}"
1567108898423800101,"S.da Mirăslău 37-39, Popești-Leordeni 077160",S.da Mirăslău 37-39,+40744505073,https://laciotoianugrill.ro/,,"{""weekdayDescriptions"":[""Monday: 11:00 AM – 8:00 PM"",""Tuesday: Closed"",""Wednesday: Closed"",""Thursday: 11:00 AM – 8:00 PM"",""Friday: 11:00 AM – 8:00 PM"",""Saturday: 11:00 AM – 8:00 PM"",""Sunday: 11:00 AM – 8:00 PM""]}"
7859711250574510924,"Șoseaua Mihai Bravu, București",Șoseaua Mihai Bravu,+40724851723,https://food.bolt.eu/ro-RO/325/p/22301-dristor-kebap-camil-ressu,,
5282046832556886804,"Bulevardul Iuliu Maniu 560, 061129 București, Romania",Bulevardul Iuliu Maniu 560,+40758042428,https://www.kfc.ro/,,"{""weekdayDescriptions"":[""Monday: 8:00 AM – 11:45 PM"",""Tuesday: 8:00 AM – 11:45 PM"",""Wednesday: 8:00 AM – 11:45 PM"",""Thursday: 8:00 AM – 11:45 PM"",""Friday: 8:00 AM – 11:45 PM"",""Saturday: 8:00 AM – 11:45 PM"",""Sunday: 8:00 AM – 11:45 PM""]}"
5509023844487085815,"Bulevardul General Gheorghe Magheru 24A, 010335 București, Romania",Bulevardul General Gheorghe Magheru 24A,+40213000356,https://www.mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 12:00 AM"",""Tuesday: 7:00 AM – 12:00 AM"",""Wednesday: 7:00 AM – 12:00 AM"",""Thursday: 7:00 AM – 12:00 AM"",""Friday: 7:00 AM – 12:00 AM"",""Saturday: 8:00 AM – 12:00 AM"",""Sunday: 8:00 AM – 12:00 AM""]}"
4336262646030482580,"Mega Mall, Bulevardul Pierre de Coubertin 3-5, 021901 București","Mega Mall, Bulevardul Pierre de Coubertin 3-5",+40310052753,https://www.trickshot.ro/,3,"{""weekdayDescriptions"":[""Monday: 9:00 AM – 12:00 AM"",""Tuesday: 9:00 AM – 12:00 AM"",""Wednesday: 9:00 AM – 12:00 AM"",""Thursday: 9:00 AM – 12:00 AM"",""Friday: 9:00 AM – 12:00 AM"",""Saturday: 9:00 AM – 12:00 AM"",""Sunday: 9:00 AM – 12:00 AM""]}"
8569636102290214960,"Strada Dr. Iacob Felix 8, 11037 București",Strada Dr. Iacob Felix 8,+40372701056,https://www.mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 12:00 AM"",""Tuesday: 7:00 AM – 12:00 AM"",""Wednesday: 7:00 AM – 12:00 AM"",""Thursday: 7:00 AM – 12:00 AM"",""Friday: 7:00 AM – 12:00 AM"",""Saturday: 7:00 AM – 12:00 AM"",""Sunday: 7:00 AM – 12:00 AM""]}"
1483617588451184229,"Str. Brașov 21, București 061444",Str. Brașov 21,+40723502237,http://www.urbanbeer.ro/,2,"{""weekdayDescriptions"":[""Monday: 12:00 PM – 12:00 AM"",""Tuesday: 4:00 PM – 12:00 AM"",""Wednesday: 12:00 PM – 12:00 AM"",""Thursday: 12:00 PM – 12:00 AM"",""Friday: 12:00 PM – 12:00 AM"",""Saturday: 12:00 PM – 12:00 AM"",""Sunday: 12:00 PM – 12:00 AM""]}"
16008212289743069823,"Șoseaua Olteniței 388, 041337 București, Romania",Șoseaua Olteniței 388,+40800080888,https://www.kaufland.ro/?cid=F14499B02C1000K23453W01030000,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:00 PM"",""Tuesday: 7:00 AM – 10:00 PM"",""Wednesday: 7:00 AM – 10:00 PM"",""Thursday: 7:00 AM – 10:00 PM"",""Friday: 7:00 AM – 10:00 PM"",""Saturday: 7:00 AM – 10:00 PM"",""Sunday: 8:00 AM – 9:00 PM""]}"
11941295635636097276,"Strada Covaci 1, București 030167",Strada Covaci 1,+40747226677,http://www.taverna-covaci.ro/,2,"{""weekdayDescriptions"":[""Monday: 12:30 PM – 11:00 PM"",""Tuesday: 11:00 AM – 11:00 PM"",""Wednesday: 11:00 AM – 11:00 PM"",""Thursday: 11:00 AM – 11:00 PM"",""Friday: 12:00 PM – 11:00 PM"",""Saturday: 12:00 PM – 11:00 PM"",""Sunday: 11:00 AM – 11:00 PM""]}"
11912536276590786971,"Strada Mihail Sebastian 88C, 050784 București, Romania",Strada Mihail Sebastian 88C,+40800080888,https://www.kaufland.ro/?cid=F14499B02C1000K23453W01030000,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 10:30 PM"",""Tuesday: 7:00 AM – 10:30 PM"",""Wednesday: 7:00 AM – 10:30 PM"",""Thursday: 7:00 AM – 10:30 PM"",""Friday: 7:00 AM – 10:30 PM"",""Saturday: 7:00 AM – 10:30 PM"",""Sunday: 8:00 AM – 8:30 PM""]}"
16473624957476979882,"Calea Dorobanți 44-46, București 010574, Romania",Calea Dorobanți 44-46,,,2,
6216190112863445712,"Strada Covaci 10, 030096 București",Strada Covaci 10,+40721999999,http://www.thebazaar.ro/,2,"{""weekdayDescriptions"":[""Monday: 11:00 AM – 2:00 AM"",""Tuesday: 11:00 AM – 2:00 AM"",""Wednesday: 11:00 AM – 2:00 AM"",""Thursday: 11:00 AM – 2:00 AM"",""Friday: 11:00 AM – 4:00 AM"",""Saturday: 11:00 AM – 4:00 AM"",""Sunday: 11:00 AM – 2:00 AM""]}"
7158259374917416530,"Strada Neagoe Vodă 52A, 077190 București, Romania",Strada Neagoe Vodă 52A,+40212328796,https://www.lacocosatu.ro/,,"{""weekdayDescriptions"":[""Monday: 11:00 AM – 11:45 PM"",""Tuesday: 11:00 AM – 11:45 PM"",""Wednesday: 11:00 AM – 11:45 PM"",""Thursday: 11:00 AM – 11:45 PM"",""Friday: 11:00 AM – 11:45 PM"",""Saturday: 11:00 AM – 11:45 PM"",""Sunday: 11:00 AM – 11:45 PM""]}"
7631408034317353251,"Strada Urziceni 28, București 077120",Strada Urziceni 28,+40721526824,https://www.lanuci.ro/,2,"{""weekdayDescriptions"":[""Monday: 10:00 AM – 11:00 PM"",""Tuesday: 10:00 AM – 11:00 PM"",""Wednesday: 10:00 AM – 11:00 PM"",""Thursday: 10:00 AM – 11:00 PM"",""Friday: 10:00 AM – 11:00 PM"",""Saturday: 10:00 AM – 11:30 PM"",""Sunday: 10:00 AM – 11:30 PM""]}"
1708037123328205192,"Calea Văcărești 391, 040055 București",Calea Văcărești 391,,https://fryday.ro/,,"{""weekdayDescriptions"":[""Monday: 10:00 AM – 10:00 PM"",""Tuesday: 10:00 AM – 10:00 PM"",""Wednesday: 10:00 AM – 10:00 PM"",""Thursday: 10:00 AM – 10:00 PM"",""Friday: 10:00 AM – 10:00 PM"",""Saturday: 10:00 AM – 10:00 PM"",""Sunday: 10:00 AM – 10:00 PM""]}"
14782139223635796688,"Calea Rahovei 241, București 050897",Calea Rahovei 241,+40372701073,https://www.mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 12:00 AM"",""Tuesday: 7:00 AM – 12:00 AM"",""Wednesday: 7:00 AM – 12:00 AM"",""Thursday: 7:00 AM – 12:00 AM"",""Friday: 7:00 AM – 12:00 AM"",""Saturday: 7:00 AM – 12:00 AM"",""Sunday: 7:00 AM – 12:00 AM""]}"
3294719190990331867,"Str. Franceză 17, 030167 București",Str. Franceză 17,+40737199031,https://dristorkebap.shop/,,"{""weekdayDescriptions"":[""Monday: 10:00 AM – 5:00 AM"",""Tuesday: 10:00 AM – 5:00 AM"",""Wednesday: 10:00 AM – 5:00 AM"",""Thursday: 10:00 AM – 5:00 AM"",""Friday: 10:00 AM – 7:00 AM"",""Saturday: 10:00 AM – 7:00 AM"",""Sunday: 10:00 AM – 5:00 AM""]}"
10614794787613351803,"Strada Ion Brezoianu 4, 050023 București",Strada Ion Brezoianu 4,+40736374432,http://www.energiea.ro/,2,"{""weekdayDescriptions"":[""Monday: 12:00 PM – 10:00 PM"",""Tuesday: 12:00 PM – 10:00 PM"",""Wednesday: 12:00 PM – 10:00 PM"",""Thursday: 12:00 PM – 11:00 PM"",""Friday: 12:00 PM – 12:00 AM"",""Saturday: 12:00 PM – 12:00 AM"",""Sunday: 12:00 PM – 10:00 PM""]}"
11547471434918874244,"Bulevardul Basarabia 99, București",Bulevardul Basarabia 99,+40372730677,http://mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 12:00 AM"",""Tuesday: 7:00 AM – 12:00 AM"",""Wednesday: 7:00 AM – 12:00 AM"",""Thursday: 7:00 AM – 12:00 AM"",""Friday: 7:00 AM – 12:00 AM"",""Saturday: 7:00 AM – 12:00 AM"",""Sunday: 7:00 AM – 12:00 AM""]}"
276087971562540814,"Str. Brașov 23A, 061448 București, Romania",Str. Brașov 23A,+40372701052,http://mcdonalds.ro/,,"{""weekdayDescriptions"":[""Monday: 7:00 AM – 12:00 AM"",""Tuesday: 7:00 AM – 12:00 AM"",""Wednesday: 7:00 AM – 12:00 AM"",""Thursday: 7:00 AM – 12:00 AM"",""Friday: 7:00 AM – 12:00 AM"",""Saturday: 7:00 AM – 12:00 AM"",""Sunday: 7:00 AM – 12:00 AM""]}"
